"HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","SaO2sup","P_a","rocc","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_ss","pH_d","pH_atp","t","pH_f"
3.135,-3.895,-0.3076,-0.7605,-7.03,0.98,45.5,0,1.053,0.3196,0.3038,0.4327,0.2047,1.562,1,1,1,7.098,7.274,5616,7.09558335044475
3.123,-3.887,-0.3065,-0.7634,-7.01,0.98,45.4,0,1.063,0.3221,0.3032,0.4336,0.2068,1.558,1,1,1,7.097,7.284,5622,7.09507839897171
3.112,-3.878,-0.3053,-0.7664,-6.99,0.98,45.3,0,1.072,0.3246,0.3027,0.4344,0.2089,1.554,1,1,1,7.095,7.295,5628,7.09457013268439
3.101,-3.87,-0.3041,-0.7693,-6.971,0.98,45.2,0,1.082,0.327,0.3022,0.4353,0.211,1.551,1,1,1,7.094,7.305,5634,7.09406124200833
3.089,-3.862,-0.3029,-0.7723,-6.951,0.98,45.1,0,1.092,0.3295,0.3017,0.4361,0.2131,1.547,1,1,1,7.092,7.316,5640,7.09355441471674
3.078,-3.853,-0.3017,-0.7752,-6.931,0.98,45,0,1.102,0.332,0.3012,0.437,0.2152,1.543,1,1,1,7.091,7.326,5646,7.09305231400162
3.073,-3.846,-0.3039,-0.7734,-6.919,0.98,45,0,1.114,0.3321,0.2984,0.4338,0.216,1.537,1,1,1,7.089,7.326,5652,7.09255755661851
3.068,-3.84,-0.3062,-0.7716,-6.908,0.98,45,0,1.126,0.3322,0.2955,0.4307,0.2169,1.532,1,1,1,7.088,7.326,5658,7.09207269133926
3.063,-3.833,-0.3084,-0.7698,-6.896,0.98,45,0,1.138,0.3323,0.2926,0.4276,0.2178,1.526,1,1,1,7.087,7.326,5664,7.09160017794438
3.058,-3.826,-0.3106,-0.768,-6.884,0.98,45,0,1.15,0.3324,0.2898,0.4244,0.2186,1.521,1,1,1,7.086,7.326,5670,7.09114236697014
3.053,-3.819,-0.3129,-0.7661,-6.872,0.98,45,0,1.162,0.3325,0.2869,0.4213,0.2195,1.515,1,1,1,7.084,7.325,5676,7.09070148039472
3.048,-3.812,-0.3151,-0.7643,-6.86,0.98,45,0,1.174,0.3326,0.2841,0.4182,0.2203,1.51,1,1,1,7.083,7.325,5682,7.09027959343194
3.043,-3.805,-0.3173,-0.7625,-6.848,0.98,45,0,1.185,0.3326,0.2812,0.415,0.2212,1.504,1,1,1,7.082,7.325,5688,7.08987861761976
3.038,-3.799,-0.3195,-0.7607,-6.837,0.98,45,0,1.197,0.3327,0.2784,0.4119,0.2221,1.499,1,1,1,7.08,7.325,5694,7.08950028541258
3.033,-3.792,-0.3218,-0.7589,-6.825,0.98,45,0,1.209,0.3328,0.2755,0.4088,0.2229,1.493,1,1,1,7.079,7.325,5700,7.08914613649118
3.028,-3.785,-0.324,-0.7571,-6.813,0.98,45,0,1.221,0.3329,0.2726,0.4056,0.2238,1.488,1,1,1,7.078,7.324,5706,7.08881750600881
3.023,-3.776,-0.3236,-0.7528,-6.799,0.98,45,0,1.213,0.3286,0.2708,0.4089,0.2255,1.459,1,1,1,7.078,7.326,5712,7.08851551499366
3.018,-3.767,-0.3233,-0.7484,-6.785,0.98,45,0,1.205,0.3244,0.269,0.4122,0.2272,1.431,1,1,1,7.079,7.327,5718,7.08824106308584
3.013,-3.757,-0.3229,-0.7441,-6.771,0.98,45,0,1.197,0.3201,0.2672,0.4155,0.2289,1.403,1,1,1,7.079,7.328,5724,7.08799482368603
3.008,-3.748,-0.3226,-0.7398,-6.756,0.98,45,0,1.188,0.3158,0.2654,0.4188,0.2307,1.374,1,1,1,7.079,7.329,5730,7.08777724147443
3.003,-3.739,-0.3222,-0.7354,-6.742,0.98,45,0,1.18,0.3115,0.2636,0.4221,0.2324,1.346,1,1,1,7.08,7.33,5736,7.08758853218404
2.998,-3.73,-0.3218,-0.7311,-6.728,0.98,45,0,1.172,0.3072,0.2618,0.4254,0.2341,1.317,1,1,1,7.08,7.331,5742,7.08742868449659
2.994,-3.72,-0.3215,-0.7268,-6.714,0.98,45,0,1.164,0.3029,0.26,0.4287,0.2358,1.289,1,1,1,7.08,7.332,5748,7.08729746393292
2.989,-3.711,-0.3211,-0.7225,-6.7,0.98,45,0,1.155,0.2986,0.2582,0.432,0.2375,1.26,1,1,1,7.08,7.333,5754,7.08719441861595
2.984,-3.702,-0.3208,-0.7181,-6.686,0.98,45,0,1.147,0.2943,0.2564,0.4352,0.2393,1.232,1,1,1,7.081,7.334,5760,7.08711888680987
2.979,-3.693,-0.3204,-0.7138,-6.672,0.98,45,0,1.139,0.29,0.2546,0.4385,0.241,1.204,1,1,1,7.081,7.335,5766,7.08707000616021
2.98,-3.693,-0.3233,-0.7128,-6.672,0.98,45,0,1.14,0.2917,0.256,0.4373,0.2403,1.214,1,1,1,7.082,7.334,5772,7.08704672454807
2.981,-3.692,-0.3262,-0.7118,-6.673,0.98,45,0,1.14,0.2934,0.2573,0.436,0.2395,1.225,1,1,1,7.083,7.334,5778,7.08704781244118
2.982,-3.692,-0.3291,-0.7107,-6.674,0.98,45,0,1.141,0.2951,0.2587,0.4348,0.2388,1.236,1,1,1,7.084,7.334,5784,7.08707187659397
2.982,-3.692,-0.332,-0.7097,-6.675,0.98,45,0,1.141,0.2968,0.26,0.4336,0.2381,1.247,1,1,1,7.085,7.333,5790,7.08711737491434
2.983,-3.692,-0.3348,-0.7087,-6.675,0.98,45,0,1.142,0.2985,0.2614,0.4323,0.2374,1.258,1,1,1,7.087,7.333,5796,7.08718263228025
2.984,-3.692,-0.3377,-0.7077,-6.676,0.98,45,0,1.143,0.3002,0.2627,0.4311,0.2367,1.269,1,1,1,7.088,7.332,5802,7.08726585705743
2.985,-3.692,-0.3406,-0.7067,-6.677,0.98,45,0,1.143,0.3019,0.2641,0.4298,0.236,1.28,1,1,1,7.089,7.332,5808,7.08736515803828
2.986,-3.692,-0.3435,-0.7056,-6.678,0.98,45,0,1.144,0.3036,0.2654,0.4286,0.2353,1.291,1,1,1,7.09,7.332,5814,7.08747856150779
2.987,-3.692,-0.3464,-0.7046,-6.679,0.98,45,0,1.144,0.3053,0.2668,0.4273,0.2346,1.302,1,1,1,7.091,7.331,5820,7.08760402816526
2.988,-3.691,-0.3493,-0.7036,-6.679,0.98,45,0,1.145,0.307,0.2681,0.4261,0.2338,1.313,1,1,1,7.092,7.331,5826,7.08773946966722
3.009,-3.733,-0.346,-0.7246,-6.742,0.98,45,0,1.159,0.3093,0.267,0.4316,0.2316,1.338,1,1,1,7.091,7.327,5832,7.08788276458625
3.029,-3.775,-0.3427,-0.7457,-6.804,0.98,45,0,1.173,0.3117,0.2658,0.4372,0.2293,1.363,1,1,1,7.091,7.324,5838,7.08803177362714
3.05,-3.817,-0.3394,-0.7667,-6.867,0.98,45,0,1.188,0.314,0.2646,0.4427,0.227,1.389,1,1,1,7.09,7.321,5844,7.08818435403634
3.071,-3.859,-0.3361,-0.7877,-6.929,0.98,45,0,1.202,0.3163,0.2635,0.4483,0.2247,1.414,1,1,1,7.089,7.318,5850,7.08833837325645
3.092,-3.9,-0.3328,-0.8088,-6.992,0.98,45,0,1.216,0.3186,0.2623,0.4538,0.2224,1.439,1,1,1,7.089,7.314,5856,7.08849172196704
3.112,-3.942,-0.3296,-0.8298,-7.055,0.98,45,0,1.231,0.321,0.2611,0.4594,0.2201,1.465,1,1,1,7.088,7.311,5862,7.08864232669836
3.133,-3.984,-0.3263,-0.8508,-7.117,0.98,45,0,1.245,0.3233,0.26,0.4649,0.2178,1.49,1,1,1,7.087,7.308,5868,7.08878816221178
3.154,-4.026,-0.323,-0.8718,-7.18,0.98,45,0,1.259,0.3256,0.2588,0.4704,0.2155,1.515,1,1,1,7.087,7.305,5874,7.08892726383744
3.175,-4.068,-0.3197,-0.8929,-7.242,0.98,45,0,1.273,0.3279,0.2576,0.476,0.2132,1.54,1,1,1,7.086,7.301,5880,7.08905773996225
3.196,-4.109,-0.3164,-0.9139,-7.305,0.98,45,0,1.288,0.3303,0.2565,0.4815,0.2109,1.566,1,1,1,7.085,7.298,5886,7.0891777848604
3.181,-4.096,-0.3135,-0.915,-7.277,0.98,45,0,1.268,0.3278,0.2589,0.4729,0.2134,1.539,1,1,1,7.088,7.288,5892,7.08928569204245
3.166,-4.082,-0.3107,-0.916,-7.249,0.98,45,0,1.248,0.3254,0.2614,0.4642,0.2158,1.513,1,1,1,7.09,7.277,5898,7.08937986823407
3.152,-4.069,-0.3079,-0.9171,-7.221,0.98,45,0,1.228,0.323,0.2639,0.4555,0.2182,1.486,1,1,1,7.093,7.267,5904,7.08945884792432
3.137,-4.055,-0.305,-0.9182,-7.193,0.98,45,0,1.208,0.3205,0.2663,0.4469,0.2206,1.46,1,1,1,7.095,7.257,5910,7.08952130818106
3.123,-4.042,-0.3022,-0.9193,-7.165,0.98,45,0,1.188,0.3181,0.2688,0.4382,0.223,1.434,1,1,1,7.098,7.246,5916,7.08956608324785
3.108,-4.028,-0.2993,-0.9203,-7.137,0.98,45,0,1.168,0.3157,0.2713,0.4295,0.2254,1.407,1,1,1,7.1,7.236,5922,7.08959217836299
3.094,-4.015,-0.2964,-0.9214,-7.109,0.98,45,0,1.148,0.3133,0.2737,0.4209,0.2278,1.381,1,1,1,7.103,7.225,5928,7.08959878222672
3.079,-4.002,-0.2936,-0.9225,-7.081,0.98,45,0,1.128,0.3108,0.2762,0.4122,0.2302,1.355,1,1,1,7.105,7.215,5934,7.08958527753835
3.065,-3.988,-0.2908,-0.9235,-7.053,0.98,45,0,1.108,0.3084,0.2787,0.4035,0.2326,1.328,1,1,1,7.108,7.205,5940,7.08955124902059
3.05,-3.975,-0.2879,-0.9246,-7.025,0.98,45,0,1.088,0.306,0.2811,0.3949,0.235,1.302,1,1,1,7.11,7.194,5946,7.08949648834417
2.971,-3.913,-0.2874,-0.9418,-6.883,0.98,45,0,1.092,0.3097,0.2837,0.3965,0.2292,1.366,1,1,1,7.107,7.195,5952,7.08942099538267
2.892,-3.851,-0.2869,-0.9591,-6.742,0.98,45,0,1.095,0.3135,0.2863,0.3981,0.2234,1.43,1,1,1,7.104,7.195,5958,7.08932497535196
2.812,-3.789,-0.2864,-0.9763,-6.601,0.98,45,0,1.098,0.3173,0.2888,0.3997,0.2175,1.495,1,1,1,7.101,7.195,5964,7.08920883169628
2.733,-3.727,-0.2859,-0.9936,-6.46,0.98,45,0,1.101,0.321,0.2914,0.4013,0.2117,1.559,1,1,1,7.097,7.195,5970,7.08907315498629
2.654,-3.665,-0.2854,-1.011,-6.318,0.98,45,0,1.104,0.3248,0.2939,0.4029,0.2059,1.623,1,1,1,7.094,7.195,5976,7.08891870840271
2.575,-3.603,-0.2849,-1.028,-6.177,0.98,45,0,1.107,0.3285,0.2965,0.4045,0.2,1.687,1,1,1,7.091,7.196,5982,7.0887464105214
2.495,-3.541,-0.2844,-1.045,-6.036,0.98,45,0,1.11,0.3323,0.2991,0.4061,0.1942,1.751,1,1,1,7.087,7.196,5988,7.08855731615147
2.416,-3.479,-0.2839,-1.063,-5.895,0.98,45,0,1.114,0.336,0.3016,0.4077,0.1884,1.816,1,1,1,7.084,7.196,5994,7.088352595974
2.337,-3.417,-0.2834,-1.08,-5.754,0.98,45,0,1.117,0.3398,0.3042,0.4093,0.1825,1.88,1,1,1,7.081,7.196,6000,7.0881335157244
