"HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","SaO2sup","P_a","rocc","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_ss","pH_d","pH_atp","t","pH_f"
1.888,-7.561,-1.572,-5.674,-9.449,0.986,44.8,0,0.3659,0.2004,0.5483,0.3511,0.1418,1.414,1,1,1,6.778,6.974,2862,6.78387733887465
1.861,-7.518,-1.558,-5.657,-9.378,0.987,44.6,0,0.3698,0.2018,0.5461,0.3519,0.143,1.411,1,1,1,6.784,6.974,2868,6.78481279053505
1.833,-7.475,-1.544,-5.641,-9.308,0.988,44.4,0,0.3737,0.2031,0.5439,0.3528,0.1442,1.409,1,1,1,6.789,6.974,2874,6.78563071643104
1.806,-7.431,-1.53,-5.625,-9.237,0.989,44.2,0,0.3777,0.2045,0.5417,0.3536,0.1454,1.406,1,1,1,6.794,6.974,2880,6.78633341649493
1.778,-7.388,-1.516,-5.609,-9.166,0.99,44,0,0.3816,0.2059,0.5395,0.3544,0.1466,1.404,1,1,1,6.799,6.974,2886,6.7869237305237
1.784,-7.345,-1.516,-5.561,-9.129,0.989,44,0,0.3835,0.2062,0.5377,0.3535,0.1469,1.404,1,1,1,6.8,6.984,2892,6.78740503471427
1.79,-7.301,-1.516,-5.512,-9.091,0.988,44,0,0.3854,0.2065,0.5358,0.3527,0.1471,1.404,1,1,1,6.801,6.994,2898,6.78778123649532
1.795,-7.258,-1.517,-5.463,-9.053,0.987,44,0,0.3874,0.2068,0.534,0.3518,0.1473,1.404,1,1,1,6.802,7.003,2904,6.78805676693812
1.801,-7.215,-1.517,-5.415,-9.016,0.986,44,0,0.3893,0.2071,0.5321,0.3509,0.1475,1.404,1,1,1,6.803,7.013,2910,6.78823657030122
1.806,-7.172,-1.517,-5.366,-8.978,0.985,44,0,0.3912,0.2074,0.5303,0.35,0.1477,1.404,1,1,1,6.804,7.023,2916,6.78832609045985
1.812,-7.129,-1.517,-5.317,-8.941,0.984,44,0,0.3931,0.2077,0.5284,0.3491,0.1479,1.404,1,1,1,6.805,7.033,2922,6.78833125403562
1.817,-7.086,-1.518,-5.269,-8.903,0.983,44,0,0.3951,0.208,0.5266,0.3483,0.1482,1.404,1,1,1,6.807,7.042,2928,6.7882584500308
1.823,-7.043,-1.518,-5.22,-8.865,0.982,44,0,0.397,0.2083,0.5247,0.3474,0.1484,1.403,1,1,1,6.808,7.052,2934,6.78811450573165
1.828,-7,-1.518,-5.171,-8.828,0.981,44,0,0.3989,0.2086,0.5229,0.3465,0.1486,1.403,1,1,1,6.809,7.062,2940,6.78790665859266
1.834,-6.956,-1.518,-5.123,-8.79,0.98,44,0,0.4008,0.2088,0.521,0.3456,0.1488,1.403,1,1,1,6.81,7.072,2946,6.7876425237766
1.819,-6.926,-1.511,-5.107,-8.745,0.98,43.9,0,0.4034,0.209,0.5182,0.3489,0.1492,1.401,1,1,1,6.804,7.071,2952,6.787330057053
1.804,-6.895,-1.504,-5.092,-8.699,0.98,43.8,0,0.4059,0.2091,0.5154,0.3522,0.1496,1.398,1,1,1,6.799,7.07,2958,6.78697751292659
1.789,-6.865,-1.497,-5.076,-8.654,0.98,43.7,0,0.4085,0.2092,0.5125,0.3555,0.15,1.395,1,1,1,6.794,7.069,2964,6.78659339823636
1.774,-6.835,-1.49,-5.061,-8.608,0.98,43.6,0,0.411,0.2093,0.5097,0.3588,0.1504,1.392,1,1,1,6.789,7.069,2970,6.7861864219185
1.758,-6.804,-1.482,-5.046,-8.563,0.98,43.5,0,0.4136,0.2095,0.5069,0.3621,0.1508,1.389,1,1,1,6.783,7.068,2976,6.78576544193328
1.743,-6.774,-1.475,-5.03,-8.517,0.98,43.4,0,0.4161,0.2096,0.5041,0.3654,0.1512,1.387,1,1,1,6.778,7.067,2982,6.78533941046601
1.728,-6.743,-1.468,-5.015,-8.472,0.98,43.3,0,0.4187,0.2097,0.5013,0.3687,0.1516,1.384,1,1,1,6.773,7.067,2988,6.7849173185442
1.713,-6.713,-1.461,-4.999,-8.426,0.98,43.2,0,0.4212,0.2098,0.4984,0.3719,0.1519,1.381,1,1,1,6.768,7.066,2994,6.78450814122384
1.698,-6.682,-1.454,-4.984,-8.381,0.98,43.1,0,0.4238,0.21,0.4956,0.3752,0.1523,1.378,1,1,1,6.762,7.065,3000,6.78412078448244
1.683,-6.652,-1.447,-4.968,-8.335,0.98,43,0,0.4263,0.2101,0.4928,0.3785,0.1527,1.376,1,1,1,6.757,7.064,3006,6.7837640349421
1.675,-6.636,-1.435,-4.962,-8.311,0.98,42.8,0,0.4289,0.2117,0.4935,0.3782,0.1524,1.389,1,1,1,6.761,7.066,3012,6.78344651353096
1.666,-6.621,-1.424,-4.955,-8.288,0.98,42.6,0,0.4315,0.2133,0.4943,0.3779,0.1521,1.403,1,1,1,6.764,7.067,3018,6.78317663401609
1.658,-6.606,-1.412,-4.948,-8.264,0.98,42.4,0,0.4341,0.2149,0.495,0.3776,0.1518,1.416,1,1,1,6.768,7.069,3024,6.78296256685125
1.649,-6.591,-1.401,-4.941,-8.24,0.98,42.2,0,0.4367,0.2166,0.4958,0.3773,0.1515,1.43,1,1,1,6.771,7.071,3030,6.78281220813399
1.641,-6.575,-1.389,-4.935,-8.216,0.98,42,0,0.4393,0.2182,0.4965,0.377,0.1512,1.443,1,1,1,6.774,7.072,3036,6.78273315300287
1.632,-6.56,-1.378,-4.928,-8.193,0.98,41.8,0,0.4419,0.2198,0.4973,0.3768,0.1509,1.457,1,1,1,6.778,7.074,3042,6.78273267264962
1.624,-6.545,-1.366,-4.921,-8.169,0.98,41.6,0,0.4445,0.2214,0.498,0.3765,0.1506,1.47,1,1,1,6.781,7.075,3048,6.78281769412499
1.615,-6.53,-1.355,-4.914,-8.145,0.98,41.4,0,0.4471,0.223,0.4988,0.3762,0.1503,1.484,1,1,1,6.785,7.077,3054,6.78299478213363
1.607,-6.515,-1.343,-4.908,-8.122,0.98,41.2,0,0.4497,0.2247,0.4995,0.3759,0.1501,1.497,1,1,1,6.788,7.078,3060,6.78327012201346
1.599,-6.499,-1.331,-4.901,-8.098,0.98,41,0,0.4523,0.2263,0.5003,0.3756,0.1498,1.511,1,1,1,6.792,7.08,3066,6.7836495031004
1.607,-6.464,-1.332,-4.857,-8.071,0.98,41.1,0,0.4558,0.227,0.498,0.3743,0.1502,1.511,1,1,1,6.789,7.087,3072,6.78413830171929
1.615,-6.428,-1.332,-4.813,-8.043,0.98,41.2,0,0.4594,0.2276,0.4958,0.3731,0.1507,1.51,1,1,1,6.786,7.095,3078,6.78474146320091
1.623,-6.393,-1.333,-4.769,-8.016,0.98,41.3,0,0.463,0.2283,0.4935,0.3719,0.1512,1.51,1,1,1,6.782,7.103,3084,6.78546348270276
1.632,-6.357,-1.333,-4.725,-7.989,0.98,41.4,0,0.4665,0.229,0.4913,0.3707,0.1517,1.51,1,1,1,6.779,7.11,3090,6.78630838513344
1.64,-6.321,-1.334,-4.681,-7.961,0.98,41.5,0,0.4701,0.2297,0.489,0.3694,0.1522,1.509,1,1,1,6.776,7.118,3096,6.78727970490837
1.648,-6.286,-1.334,-4.638,-7.934,0.98,41.6,0,0.4736,0.2304,0.4868,0.3682,0.1526,1.509,1,1,1,6.773,7.126,3102,6.78838046646176
1.657,-6.25,-1.335,-4.594,-7.907,0.98,41.7,0,0.4772,0.231,0.4845,0.367,0.1531,1.509,1,1,1,6.77,7.133,3108,6.7896131664757
1.665,-6.215,-1.335,-4.55,-7.88,0.98,41.8,0,0.4807,0.2317,0.4823,0.3658,0.1536,1.509,1,1,1,6.767,7.141,3114,6.79097975878418
1.673,-6.179,-1.335,-4.506,-7.852,0.98,41.9,0,0.4843,0.2324,0.48,0.3645,0.1541,1.508,1,1,1,6.764,7.149,3120,6.79248164292152
1.681,-6.144,-1.336,-4.462,-7.825,0.98,42,0,0.4878,0.2331,0.4778,0.3633,0.1546,1.508,1,1,1,6.761,7.156,3126,6.79411965731212
1.681,-6.112,-1.326,-4.431,-7.793,0.98,42.3,0,0.4884,0.2331,0.4773,0.3668,0.156,1.495,1,1,1,6.768,7.162,3132,6.7958940780931
1.681,-6.081,-1.316,-4.4,-7.761,0.98,42.6,0,0.489,0.2331,0.4767,0.3704,0.1574,1.482,1,1,1,6.775,7.167,3138,6.79780462437235
1.68,-6.049,-1.306,-4.369,-7.729,0.98,42.9,0,0.4895,0.2331,0.4762,0.3739,0.1589,1.47,1,1,1,6.782,7.173,3144,6.79985047020465
1.68,-6.018,-1.297,-4.338,-7.697,0.98,43.2,0,0.4901,0.2331,0.4757,0.3774,0.1603,1.457,1,1,1,6.79,7.179,3150,6.80203026286125
1.679,-5.986,-1.287,-4.307,-7.665,0.98,43.5,0,0.4906,0.2331,0.4751,0.3809,0.1617,1.444,1,1,1,6.797,7.184,3156,6.80434214642986
1.679,-5.955,-1.277,-4.276,-7.633,0.98,43.8,0,0.4912,0.2331,0.4746,0.3844,0.1631,1.431,1,1,1,6.804,7.19,3162,6.80678378956002
1.678,-5.923,-1.267,-4.245,-7.601,0.98,44.1,0,0.4917,0.2331,0.474,0.388,0.1646,1.419,1,1,1,6.811,7.195,3168,6.80935241614518
1.678,-5.892,-1.257,-4.214,-7.569,0.98,44.4,0,0.4923,0.2331,0.4735,0.3915,0.166,1.406,1,1,1,6.818,7.201,3174,6.81204483778195
1.677,-5.86,-1.248,-4.183,-7.537,0.98,44.7,0,0.4929,0.2331,0.473,0.395,0.1674,1.393,1,1,1,6.826,7.206,3180,6.81485748690727
1.677,-5.829,-1.238,-4.152,-7.505,0.98,45,0,0.4934,0.2331,0.4724,0.3985,0.1689,1.38,1,1,1,6.833,7.212,3186,6.81778644954368
1.663,-5.764,-1.231,-4.1,-7.427,0.98,45.1,0,0.4987,0.2344,0.4703,0.3983,0.1684,1.392,1,1,1,6.834,7.206,3192,6.82082749660494
1.65,-5.699,-1.224,-4.049,-7.349,0.98,45.2,0,0.5039,0.2357,0.4681,0.3981,0.168,1.404,1,1,1,6.835,7.201,3198,6.82397611285622
1.637,-5.634,-1.218,-3.997,-7.27,0.98,45.3,0,0.5092,0.237,0.4659,0.3978,0.1675,1.416,1,1,1,6.836,7.196,3204,6.82722752300021
1.623,-5.569,-1.211,-3.946,-7.192,0.98,45.4,0,0.5144,0.2383,0.4638,0.3976,0.167,1.427,1,1,1,6.837,7.19,3210,6.83057671486107
1.61,-5.504,-1.204,-3.894,-7.114,0.98,45.5,0,0.5197,0.2396,0.4616,0.3974,0.1666,1.439,1,1,1,6.838,7.185,3216,6.8340184600132
1.596,-5.439,-1.197,-3.843,-7.036,0.98,45.6,0,0.5249,0.2409,0.4594,0.3971,0.1661,1.451,1,1,1,6.839,7.179,3222,6.83754733236179
1.583,-5.374,-1.191,-3.791,-6.957,0.98,45.7,0,0.5302,0.2422,0.4573,0.3969,0.1657,1.463,1,1,1,6.84,7.174,3228,6.84115772522753
1.569,-5.309,-1.184,-3.74,-6.879,0.98,45.8,0,0.5354,0.2435,0.4551,0.3967,0.1652,1.474,1,1,1,6.841,7.168,3234,6.84484386750917
1.556,-5.245,-1.177,-3.688,-6.801,0.98,45.9,0,0.5407,0.2448,0.453,0.3964,0.1648,1.486,1,1,1,6.842,7.163,3240,6.84859983951852
1.543,-5.18,-1.171,-3.637,-6.722,0.98,46,0,0.5459,0.2461,0.4508,0.3962,0.1643,1.498,1,1,1,6.843,7.158,3246,6.8524195891014
1.53,-5.14,-1.156,-3.61,-6.67,0.98,45.9,0,0.5589,0.2463,0.4425,0.4047,0.1689,1.466,1,1,1,6.85,7.162,3252,6.85629694865376
1.517,-5.1,-1.14,-3.583,-6.617,0.98,45.8,0,0.5718,0.2465,0.4341,0.4132,0.1735,1.434,1,1,1,6.856,7.166,3258,6.86022565353015
1.504,-5.06,-1.125,-3.556,-6.564,0.98,45.7,0,0.5847,0.2467,0.4258,0.4217,0.1781,1.403,1,1,1,6.862,7.17,3264,6.86419936204721
1.491,-5.02,-1.11,-3.529,-6.511,0.98,45.6,0,0.5976,0.2469,0.4175,0.4302,0.1827,1.371,1,1,1,6.869,7.174,3270,6.868211676909
1.478,-4.98,-1.095,-3.502,-6.458,0.98,45.5,0,0.6105,0.2471,0.4092,0.4387,0.1873,1.339,1,1,1,6.875,7.178,3276,6.87225616761669
1.465,-4.94,-1.08,-3.475,-6.405,0.98,45.4,0,0.6234,0.2473,0.4008,0.4472,0.1919,1.307,1,1,1,6.881,7.182,3282,6.87632639332569
1.452,-4.9,-1.065,-3.448,-6.352,0.98,45.3,0,0.6363,0.2475,0.3925,0.4557,0.1964,1.276,1,1,1,6.888,7.186,3288,6.88041592560001
1.439,-4.86,-1.05,-3.421,-6.299,0.98,45.2,0,0.6492,0.2477,0.3842,0.4642,0.201,1.244,1,1,1,6.894,7.19,3294,6.8845183705253
1.426,-4.821,-1.035,-3.395,-6.246,0.98,45.1,0,0.6622,0.2479,0.3758,0.4727,0.2056,1.212,1,1,1,6.9,7.194,3300,6.88862738964757
1.413,-4.781,-1.02,-3.368,-6.194,0.98,45,0,0.6751,0.2481,0.3675,0.4812,0.2102,1.18,1,1,1,6.907,7.198,3306,6.89273671920594
1.403,-4.73,-1.011,-3.327,-6.133,0.98,45.1,0,0.681,0.2513,0.3688,0.4744,0.2074,1.216,1,1,1,6.907,7.192,3312,6.89684018715622
1.393,-4.68,-1.002,-3.287,-6.073,0.98,45.2,0,0.687,0.2544,0.3702,0.4675,0.2045,1.252,1,1,1,6.908,7.186,3318,6.90093172761269
1.383,-4.63,-0.9938,-3.247,-6.012,0.98,45.3,0,0.6929,0.2576,0.3715,0.4607,0.2017,1.288,1,1,1,6.908,7.181,3324,6.90500539264799
1.373,-4.579,-0.9851,-3.207,-5.952,0.98,45.4,0,0.6989,0.2608,0.3728,0.4539,0.1988,1.324,1,1,1,6.908,7.175,3330,6.90905536182036
1.362,-4.529,-0.9764,-3.166,-5.891,0.98,45.5,0,0.7049,0.2639,0.3742,0.4471,0.196,1.36,1,1,1,6.909,7.169,3336,6.91307595013655
1.352,-4.479,-0.9677,-3.126,-5.831,0.98,45.6,0,0.7108,0.2671,0.3755,0.4403,0.1931,1.396,1,1,1,6.909,7.164,3342,6.91706161530551
1.342,-4.428,-0.959,-3.086,-5.771,0.98,45.7,0,0.7168,0.2703,0.3768,0.4335,0.1903,1.432,1,1,1,6.91,7.158,3348,6.92100696515444
1.332,-4.378,-0.9504,-3.046,-5.71,0.98,45.8,0,0.7227,0.2734,0.3782,0.4267,0.1874,1.468,1,1,1,6.91,7.152,3354,6.92490676605347
1.322,-4.328,-0.9417,-3.006,-5.65,0.98,45.9,0,0.7287,0.2766,0.3795,0.4198,0.1846,1.504,1,1,1,6.91,7.147,3360,6.92875595317613
1.312,-4.277,-0.933,-2.965,-5.589,0.98,46,0,0.7346,0.2798,0.3808,0.413,0.1817,1.54,1,1,1,6.911,7.141,3366,6.93254964342417
1.301,-4.243,-0.9158,-2.942,-5.545,0.98,46.1,0,0.7386,0.2803,0.3796,0.4167,0.1819,1.541,1,1,1,6.92,7.141,3372,6.93628315181993
1.291,-4.209,-0.8986,-2.919,-5.5,0.98,46.2,0,0.7426,0.2808,0.3783,0.4204,0.182,1.543,1,1,1,6.929,7.142,3378,6.93995201196274
1.28,-4.175,-0.8814,-2.895,-5.455,0.98,46.3,0,0.7466,0.2814,0.377,0.4241,0.1822,1.544,1,1,1,6.938,7.142,3384,6.94355200063602
1.269,-4.141,-0.8642,-2.872,-5.411,0.98,46.4,0,0.7506,0.2819,0.3757,0.4277,0.1824,1.546,1,1,1,6.948,7.142,3390,6.94707916599384
1.259,-4.107,-0.847,-2.849,-5.366,0.98,46.5,0,0.7546,0.2824,0.3744,0.4314,0.1826,1.547,1,1,1,6.957,7.143,3396,6.95052985825869
1.248,-4.073,-0.8297,-2.825,-5.321,0.98,46.6,0,0.7587,0.283,0.3732,0.4351,0.1827,1.549,1,1,1,6.966,7.143,3402,6.95390076163267
1.237,-4.039,-0.8125,-2.802,-5.277,0.98,46.7,0,0.7627,0.2835,0.3719,0.4388,0.1829,1.55,1,1,1,6.975,7.143,3408,6.95718892605926
1.227,-4.005,-0.7953,-2.779,-5.232,0.98,46.8,0,0.7667,0.284,0.3706,0.4424,0.1831,1.552,1,1,1,6.984,7.144,3414,6.9603917974735
1.216,-3.971,-0.7781,-2.755,-5.188,0.98,46.9,0,0.7707,0.2846,0.3693,0.4461,0.1832,1.553,1,1,1,6.994,7.144,3420,6.96350724518891
1.206,-3.938,-0.7609,-2.732,-5.143,0.98,47,0,0.7747,0.2851,0.368,0.4498,0.1834,1.554,1,1,1,7.003,7.144,3426,6.96653358505019
1.199,-3.88,-0.7597,-2.68,-5.079,0.98,47.1,0,0.7916,0.2851,0.3614,0.4571,0.1857,1.537,1,1,1,7.003,7.144,3432,6.96946959696436
1.193,-3.822,-0.7584,-2.629,-5.016,0.98,47.2,0,0.8086,0.285,0.3548,0.4644,0.188,1.52,1,1,1,7.003,7.143,3438,6.97231453558286
1.187,-3.765,-0.7572,-2.577,-4.952,0.98,47.3,0,0.8256,0.285,0.3481,0.4717,0.1903,1.502,1,1,1,7.003,7.142,3444,6.97506813340099
1.181,-3.707,-0.756,-2.526,-4.889,0.98,47.4,0,0.8425,0.285,0.3415,0.4791,0.1926,1.485,1,1,1,7.004,7.141,3450,6.97773059621187
1.175,-3.65,-0.7548,-2.474,-4.825,0.98,47.5,0,0.8595,0.285,0.3348,0.4864,0.1949,1.467,1,1,1,7.004,7.141,3456,6.98030259132705
1.169,-3.592,-0.7535,-2.423,-4.762,0.98,47.6,0,0.8765,0.2849,0.3282,0.4937,0.1972,1.45,1,1,1,7.004,7.14,3462,6.98278522912383
1.163,-3.535,-0.7523,-2.371,-4.698,0.98,47.7,0,0.8934,0.2849,0.3215,0.501,0.1995,1.432,1,1,1,7.004,7.139,3468,6.98518003847274
1.157,-3.477,-0.7511,-2.32,-4.634,0.98,47.8,0,0.9104,0.2849,0.3149,0.5083,0.2018,1.415,1,1,1,7.004,7.139,3474,6.98748893659565
1.151,-3.419,-0.7498,-2.268,-4.571,0.98,47.9,0,0.9274,0.2848,0.3082,0.5156,0.2041,1.398,1,1,1,7.005,7.138,3480,6.9897141939137
1.145,-3.362,-0.7486,-2.217,-4.507,0.98,48,0,0.9443,0.2848,0.3016,0.5229,0.2064,1.38,1,1,1,7.005,7.137,3486,6.99185839442323
1.17,-3.326,-0.749,-2.156,-4.496,0.98,48,0,0.9336,0.2833,0.3036,0.5186,0.2091,1.357,1,1,1,7.003,7.133,3492,6.99392439209614
1.195,-3.289,-0.7493,-2.095,-4.484,0.98,48,0,0.9229,0.2817,0.3056,0.5143,0.2118,1.335,1,1,1,7.001,7.13,3498,6.99591526380678
1.219,-3.253,-0.7497,-2.034,-4.472,0.98,48,0,0.9122,0.2802,0.3077,0.51,0.2146,1.312,1,1,1,6.998,7.126,3504,6.99783425940117
1.244,-3.217,-0.75,-1.973,-4.461,0.98,48,0,0.9015,0.2787,0.3097,0.5057,0.2173,1.289,1,1,1,6.996,7.122,3510,6.99968474970451
1.269,-3.18,-0.7504,-1.912,-4.449,0.98,48,0,0.8907,0.2771,0.3117,0.5014,0.22,1.267,1,1,1,6.994,7.118,3516,7.00147017340714
1.293,-3.144,-0.7507,-1.851,-4.437,0.98,48,0,0.88,0.2756,0.3137,0.4971,0.2227,1.244,1,1,1,6.992,7.114,3522,7.00319398381841
1.318,-3.108,-0.751,-1.79,-4.426,0.98,48,0,0.8693,0.274,0.3158,0.4928,0.2255,1.221,1,1,1,6.99,7.11,3528,7.00485959645094
1.343,-3.071,-0.7514,-1.729,-4.414,0.98,48,0,0.8586,0.2725,0.3178,0.4885,0.2282,1.198,1,1,1,6.987,7.107,3534,7.00647033835263
1.367,-3.035,-0.7518,-1.668,-4.402,0.98,48,0,0.8478,0.2709,0.3198,0.4842,0.2309,1.176,1,1,1,6.985,7.103,3540,7.00802940008981
1.392,-2.999,-0.7521,-1.607,-4.391,0.98,48,0,0.8371,0.2694,0.3218,0.4799,0.2337,1.153,1,1,1,6.983,7.099,3546,7.00953979130003
1.39,-2.956,-0.745,-1.565,-4.346,0.98,48,0,0.8214,0.2686,0.3281,0.4717,0.2293,1.175,1,1,1,6.985,7.103,3552,7.01100430072423
1.389,-2.912,-0.738,-1.524,-4.301,0.98,48,0,0.8056,0.2677,0.3343,0.4636,0.225,1.197,1,1,1,6.988,7.107,3558,7.01242546150515
1.387,-2.869,-0.7309,-1.482,-4.256,0.98,48,0,0.7898,0.2669,0.3405,0.4554,0.2207,1.218,1,1,1,6.99,7.111,3564,7.01380552225528
1.385,-2.826,-0.7239,-1.44,-4.211,0.98,48,0,0.7741,0.2661,0.3468,0.4472,0.2164,1.24,1,1,1,6.993,7.115,3570,7.01514642403725
1.384,-2.782,-0.7168,-1.399,-4.166,0.98,48,0,0.7583,0.2652,0.353,0.439,0.2121,1.262,1,1,1,6.995,7.119,3576,7.01644978312809
1.382,-2.739,-0.7098,-1.357,-4.121,0.98,48,0,0.7426,0.2644,0.3592,0.4309,0.2077,1.284,1,1,1,6.997,7.123,3582,7.01771687932626
1.38,-2.696,-0.7027,-1.316,-4.076,0.98,48,0,0.7268,0.2636,0.3655,0.4227,0.2034,1.305,1,1,1,7,7.127,3588,7.01894864954693
1.378,-2.652,-0.6957,-1.274,-4.031,0.98,48,0,0.7111,0.2627,0.3717,0.4145,0.1991,1.327,1,1,1,7.002,7.132,3594,7.02014568646112
1.377,-2.609,-0.6886,-1.232,-3.986,0.98,48,0,0.6953,0.2619,0.3779,0.4063,0.1948,1.349,1,1,1,7.004,7.136,3600,7.02130824192884
1.375,-2.566,-0.6816,-1.191,-3.941,0.98,48,0,0.6795,0.261,0.3842,0.3982,0.1904,1.371,1,1,1,7.007,7.14,3606,7.02243623496462
1.397,-2.533,-0.6803,-1.137,-3.93,0.98,48.2,0,0.6844,0.2614,0.3821,0.4019,0.1919,1.363,1,1,1,7.009,7.142,3612,7.02352926396906
1.418,-2.501,-0.6789,-1.083,-3.92,0.98,48.4,0,0.6893,0.2619,0.3801,0.4055,0.1933,1.356,1,1,1,7.012,7.143,3618,7.02458662294853
1.44,-2.469,-0.6776,-1.028,-3.909,0.98,48.6,0,0.6942,0.2623,0.3781,0.4092,0.1947,1.348,1,1,1,7.015,7.145,3624,7.02560732141436
1.462,-2.436,-0.6762,-0.9743,-3.898,0.98,48.8,0,0.699,0.2627,0.3761,0.4129,0.1962,1.34,1,1,1,7.017,7.147,3630,7.02659010761554
1.483,-2.404,-0.6749,-0.9202,-3.887,0.98,49,0,0.7039,0.2631,0.3741,0.4166,0.1976,1.333,1,1,1,7.02,7.149,3636,7.02753349472847
1.505,-2.371,-0.6736,-0.8661,-3.876,0.98,49.2,0,0.7088,0.2635,0.372,0.4203,0.199,1.325,1,1,1,7.022,7.151,3642,7.02843578961811
1.527,-2.339,-0.6722,-0.812,-3.866,0.98,49.4,0,0.7136,0.2639,0.37,0.424,0.2005,1.317,1,1,1,7.025,7.153,3648,7.02929512379507
1.548,-2.306,-0.6709,-0.7578,-3.855,0.98,49.6,0,0.7185,0.2643,0.368,0.4277,0.2019,1.31,1,1,1,7.028,7.154,3654,7.03010948619415
1.57,-2.274,-0.6695,-0.7037,-3.844,0.98,49.8,0,0.7234,0.2647,0.366,0.4314,0.2033,1.302,1,1,1,7.03,7.156,3660,7.03087675737967
1.592,-2.241,-0.6682,-0.6496,-3.833,0.98,50,0,0.7283,0.2651,0.364,0.4351,0.2048,1.295,1,1,1,7.033,7.158,3666,7.03159474475409
1.585,-2.215,-0.6542,-0.6305,-3.8,0.98,49.9,0,0.7309,0.2662,0.3641,0.4335,0.2048,1.3,1,1,1,7.034,7.152,3672,7.03226121833957
1.578,-2.189,-0.6402,-0.6114,-3.767,0.98,49.8,0,0.7336,0.2673,0.3643,0.432,0.2048,1.305,1,1,1,7.035,7.146,3678,7.03287394673514
1.57,-2.163,-0.6261,-0.5923,-3.733,0.98,49.7,0,0.7362,0.2683,0.3645,0.4305,0.2048,1.31,1,1,1,7.036,7.14,3684,7.03343073292897
1.563,-2.136,-0.6121,-0.5732,-3.7,0.98,49.6,0,0.7388,0.2694,0.3647,0.429,0.2048,1.316,1,1,1,7.038,7.133,3690,7.03392944974323
1.556,-2.11,-0.5981,-0.554,-3.666,0.98,49.5,0,0.7415,0.2705,0.3648,0.4275,0.2048,1.321,1,1,1,7.039,7.127,3696,7.0343680747501
1.549,-2.084,-0.5841,-0.5349,-3.633,0.98,49.4,0,0.7441,0.2716,0.365,0.4259,0.2048,1.326,1,1,1,7.04,7.121,3702,7.03474472449174
1.542,-2.058,-0.5701,-0.5158,-3.6,0.98,49.3,0,0.7468,0.2727,0.3652,0.4244,0.2048,1.331,1,1,1,7.041,7.115,3708,7.03505768781222
1.535,-2.032,-0.556,-0.4967,-3.566,0.98,49.2,0,0.7494,0.2738,0.3653,0.4229,0.2048,1.337,1,1,1,7.042,7.109,3714,7.03530545811367
1.528,-2.005,-0.542,-0.4776,-3.533,0.98,49.1,0,0.7521,0.2749,0.3655,0.4214,0.2048,1.342,1,1,1,7.043,7.102,3720,7.03548676436763
