"SaO2sup","P_a","rocc","HHb_d","HbO2_d","CCO_d","HbT_d","Hbdiff_d","PCrPi_d","PCrEPP_d","PiEPP_d","PmeEPP_d","NTPEPP_d","PCrNTP_d","nadir_s","endhi_s","lin_s","pH_d","ph_atp","t","pH_f"
0.9383,38.37,0,0,0,0,0,0,1.278,0.2868,0.2245,0.5155,0.2751,1.042,0,0,0,7.076,7.15,6,7.06242586750904
0.9383,38.37,0,0.00777,-0.02007,0.00808,-0.0123,-0.02784,1.273,0.2883,0.2265,0.5082,0.2726,1.059,0,0,0,7.072,7.152,12,7.06151859984806
0.9383,38.37,0,0.01554,-0.04014,0.01616,-0.0246,-0.05568,1.268,0.2898,0.2286,0.5009,0.2701,1.076,0,0,0,7.069,7.153,18,7.06060157140445
0.9383,38.37,0,0.02331,-0.06021,0.02424,-0.0369,-0.08352,1.264,0.2913,0.2306,0.4936,0.2675,1.092,0,0,0,7.065,7.155,24,7.0596775313149
0.9383,38.37,0,0.03108,-0.08028,0.03232,-0.0492,-0.1114,1.259,0.2928,0.2327,0.4862,0.265,1.109,0,0,0,7.062,7.157,30,7.05874930902115
0.9383,38.37,0,0.03885,-0.1003,0.0404,-0.0615,-0.1392,1.255,0.2942,0.2347,0.4789,0.2624,1.125,0,0,0,7.058,7.158,36,7.0578197900978
0.9383,38.37,0,0.04662,-0.1204,0.04848,-0.0738,-0.167,1.25,0.2957,0.2368,0.4716,0.2599,1.142,0,0,0,7.055,7.16,42,7.05689189076727
0.9383,38.37,0,0.05439,-0.1405,0.05656,-0.0861,-0.1949,1.245,0.2972,0.2388,0.4643,0.2573,1.159,0,0,0,7.051,7.162,48,7.05596853170818
0.9383,38.37,0,0.06216,-0.1606,0.06464,-0.0984,-0.2227,1.241,0.2987,0.2409,0.457,0.2548,1.175,0,0,0,7.048,7.163,54,7.05505261176263
0.9383,38.37,0,0.06993,-0.1806,0.07272,-0.1107,-0.2506,1.236,0.3002,0.2429,0.4497,0.2522,1.192,0,0,0,7.045,7.165,60,7.05414698214492
0.9383,38.37,0,0.0777,-0.2007,0.0808,-0.123,-0.2784,1.232,0.3017,0.2449,0.4423,0.2497,1.208,0,0,0,7.041,7.167,66,7.05325442174046
0.9383,38.37,0,0.07136,-0.2087,0.08451,-0.1374,-0.2801,1.24,0.3041,0.2453,0.4425,0.2486,1.224,0,0,0,7.041,7.168,72,7.0523776140559
0.9383,38.37,0,0.06502,-0.2168,0.08822,-0.1517,-0.2818,1.248,0.3065,0.2456,0.4426,0.2475,1.239,0,0,0,7.04,7.169,78,7.05151912631775
0.9383,38.37,0,0.05868,-0.2248,0.09193,-0.1661,-0.2835,1.256,0.3089,0.2459,0.4428,0.2465,1.255,0,0,0,7.04,7.171,84,7.05068139107268
0.9383,38.37,0,0.05234,-0.2328,0.09564,-0.1805,-0.2852,1.264,0.3113,0.2462,0.4429,0.2454,1.27,0,0,0,7.039,7.172,90,7.04986669044046
0.9383,38.37,0,0.046,-0.2409,0.09935,-0.1948,-0.2869,1.272,0.3137,0.2465,0.4431,0.2443,1.286,0,0,0,7.039,7.174,96,7.04907714301254
0.9383,38.37,0,0.03966,-0.2489,0.1031,-0.2092,-0.2886,1.28,0.3161,0.2468,0.4432,0.2432,1.301,0,0,0,7.038,7.175,102,7.04831469332853
0.9383,38.37,0,0.03332,-0.2569,0.1068,-0.2236,-0.2903,1.289,0.3186,0.2472,0.4434,0.2422,1.317,0,0,0,7.038,7.176,108,7.04758110385664
0.9383,38.37,0,0.02698,-0.2649,0.1105,-0.238,-0.292,1.297,0.321,0.2475,0.4435,0.2411,1.332,0,0,0,7.037,7.178,114,7.04687794941025
0.9383,38.37,0,0.02064,-0.273,0.1142,-0.2523,-0.2937,1.305,0.3234,0.2478,0.4437,0.24,1.348,0,0,0,7.037,7.179,120,7.04620661393937
0.9383,38.37,0,0.0143,-0.281,0.1179,-0.2667,-0.2954,1.313,0.3258,0.2481,0.4438,0.239,1.363,0,0,0,7.036,7.18,126,7.04556828964186
0.9383,38.37,0,0.00283,-0.2975,0.1256,-0.2946,-0.3004,1.299,0.3246,0.25,0.4431,0.2387,1.36,0,0,0,7.036,7.183,132,7.04496397834728
0.9383,38.37,0,-0.00864,-0.3139,0.1333,-0.3226,-0.3054,1.285,0.3234,0.2519,0.4424,0.2385,1.356,0,0,0,7.037,7.187,138,7.04439449512552
0.9383,38.37,0,-0.02011,-0.3304,0.141,-0.3505,-0.3104,1.271,0.3222,0.2539,0.4417,0.2383,1.352,0,0,0,7.037,7.19,144,7.04386047404385
0.9383,38.37,0,-0.03158,-0.3469,0.1487,-0.3785,-0.3154,1.258,0.321,0.2558,0.4411,0.2381,1.348,0,0,0,7.038,7.193,150,7.04336237593028
0.9383,38.37,0,-0.04305,-0.3634,0.1563,-0.4064,-0.3204,1.244,0.3198,0.2577,0.4404,0.2378,1.345,0,0,0,7.038,7.197,156,7.04290049793556
0.9383,38.37,0,-0.05452,-0.3798,0.164,-0.4343,-0.3253,1.23,0.3187,0.2596,0.4397,0.2376,1.341,0,0,0,7.038,7.2,162,7.0424749846616
0.9383,38.37,0,-0.06599,-0.3963,0.1717,-0.4623,-0.3303,1.216,0.3175,0.2615,0.439,0.2374,1.337,0,0,0,7.039,7.203,168,7.04208584063972
0.9383,38.37,0,-0.07746,-0.4128,0.1794,-0.4902,-0.3353,1.202,0.3163,0.2635,0.4383,0.2372,1.333,0,0,0,7.039,7.206,174,7.0417329439691
0.9383,38.37,0,-0.08893,-0.4292,0.1871,-0.5182,-0.3403,1.188,0.3151,0.2654,0.4376,0.237,1.33,0,0,0,7.039,7.21,180,7.04141606093793
0.9383,38.37,0,-0.1004,-0.4457,0.1948,-0.5461,-0.3453,1.174,0.3139,0.2673,0.4369,0.2367,1.326,0,0,0,7.04,7.213,186,7.04113486145478
0.9383,38.37,0,-0.149,-0.5321,0.1863,-0.6812,-0.3831,1.171,0.3131,0.2675,0.4367,0.2361,1.326,0,0,0,7.041,7.213,192,7.04088893512611
0.9383,38.37,0,-0.1977,-0.6186,0.1777,-0.8163,-0.4209,1.167,0.3124,0.2677,0.4365,0.2355,1.326,0,0,0,7.043,7.212,198,7.0406778077985
0.9383,38.37,0,-0.2463,-0.705,0.1692,-0.9513,-0.4587,1.163,0.3116,0.2678,0.4363,0.2349,1.326,0,0,0,7.044,7.212,204,7.04050095831913
0.9383,38.37,0,-0.295,-0.7915,0.1607,-1.086,-0.4965,1.16,0.3108,0.268,0.4361,0.2344,1.326,0,0,0,7.046,7.211,210,7.040357835188
0.9383,38.37,0,-0.3436,-0.8779,0.1522,-1.222,-0.5343,1.156,0.3101,0.2682,0.4359,0.2338,1.327,0,0,0,7.047,7.211,216,7.04024787272459
0.9383,38.37,0,-0.3922,-0.9643,0.1436,-1.357,-0.5721,1.153,0.3093,0.2684,0.4357,0.2332,1.327,0,0,0,7.049,7.211,222,7.04017050635786
0.9383,38.37,0,-0.4409,-1.051,0.1351,-1.492,-0.6099,1.149,0.3085,0.2686,0.4355,0.2326,1.327,0,0,0,7.05,7.21,228,7.04012518665251
0.9383,38.37,0,-0.4895,-1.137,0.1266,-1.627,-0.6477,1.145,0.3078,0.2687,0.4353,0.232,1.327,0,0,0,7.051,7.21,234,7.04011139169619
0.9383,38.37,0,-0.5382,-1.224,0.118,-1.762,-0.6855,1.142,0.307,0.2689,0.4351,0.2314,1.327,0,0,0,7.053,7.21,240,7.04012863749438
0.9383,38.37,0,-0.5868,-1.31,0.1095,-1.897,-0.7233,1.138,0.3062,0.2691,0.4349,0.2308,1.327,0,0,0,7.054,7.209,246,7.04017648604603
0.9383,38.37,0,-0.5895,-1.329,0.1099,-1.919,-0.7398,1.155,0.3083,0.2671,0.4423,0.2319,1.329,0,0,0,7.053,7.21,252,7.04025455079109
0.9383,38.37,0,-0.5922,-1.348,0.1102,-1.941,-0.7562,1.173,0.3104,0.2651,0.4497,0.233,1.332,0,0,0,7.052,7.211,258,7.04036249917285
0.9383,38.37,0,-0.5948,-1.368,0.1105,-1.962,-0.7727,1.19,0.3124,0.2631,0.4572,0.2342,1.334,0,0,0,7.05,7.212,264,7.04050005220118
0.9383,38.37,0,-0.5975,-1.387,0.1109,-1.984,-0.7892,1.208,0.3145,0.2611,0.4646,0.2353,1.336,0,0,0,7.049,7.212,270,7.04066698110853
0.9383,38.37,0,-0.6002,-1.406,0.1113,-2.006,-0.8056,1.225,0.3166,0.2591,0.472,0.2364,1.339,0,0,0,7.048,7.213,276,7.04086310135957
0.9383,38.37,0,-0.6029,-1.425,0.1116,-2.028,-0.8221,1.242,0.3186,0.2571,0.4794,0.2375,1.341,0,0,0,7.046,7.214,282,7.04108826435203
0.9383,38.37,0,-0.6056,-1.444,0.112,-2.05,-0.8386,1.26,0.3207,0.2551,0.4868,0.2386,1.344,0,0,0,7.045,7.215,288,7.04134234716084
0.9383,38.37,0,-0.6082,-1.463,0.1123,-2.072,-0.8551,1.277,0.3227,0.2531,0.4943,0.2398,1.346,0,0,0,7.044,7.216,294,7.04162524068433
0.9383,38.37,0,-0.6109,-1.483,0.1127,-2.093,-0.8715,1.295,0.3248,0.2511,0.5017,0.2409,1.348,0,0,0,7.042,7.216,300,7.04193683656184
0.9383,38.37,0,-0.6136,-1.502,0.113,-2.115,-0.888,1.312,0.3269,0.2491,0.5091,0.242,1.351,0,0,0,7.041,7.217,306,7.04227701323528
0.9383,38.37,0,-0.6224,-1.47,0.1065,-2.093,-0.848,1.295,0.3242,0.2505,0.5019,0.2399,1.352,0,0,0,7.042,7.219,312,7.04264562152656
0.9383,38.37,0,-0.6311,-1.439,0.09996,-2.07,-0.808,1.278,0.3216,0.2518,0.4946,0.2378,1.352,0,0,0,7.042,7.222,318,7.04304247006905
0.9383,38.37,0,-0.6399,-1.408,0.09344,-2.048,-0.7681,1.262,0.3189,0.2531,0.4874,0.2357,1.353,0,0,0,7.043,7.224,324,7.043467310824
0.9383,38.37,0,-0.6487,-1.377,0.08692,-2.026,-0.7281,1.245,0.3163,0.2545,0.4801,0.2336,1.354,0,0,0,7.043,7.226,330,7.04391982477607
0.9383,38.37,0,-0.6575,-1.346,0.0804,-2.003,-0.6881,1.228,0.3136,0.2558,0.4728,0.2315,1.355,0,0,0,7.044,7.228,336,7.0443996078166
0.9383,38.37,0,-0.6662,-1.314,0.07388,-1.981,-0.6481,1.211,0.3109,0.2571,0.4656,0.2293,1.356,0,0,0,7.044,7.231,342,7.04490615680072
0.9383,38.37,0,-0.675,-1.283,0.06736,-1.958,-0.6081,1.195,0.3083,0.2584,0.4583,0.2272,1.357,0,0,0,7.045,7.233,348,7.04543885576699
0.9383,38.37,0,-0.6838,-1.252,0.06084,-1.936,-0.5682,1.178,0.3056,0.2598,0.4511,0.2251,1.358,0,0,0,7.045,7.235,354,7.04599696231465
0.9383,38.37,0,-0.6925,-1.221,0.05432,-1.913,-0.5282,1.161,0.303,0.2611,0.4438,0.223,1.359,0,0,0,7.046,7.237,360,7.04657959413998
0.9383,38.37,0,-0.7013,-1.19,0.0478,-1.891,-0.4882,1.145,0.3003,0.2624,0.4366,0.2209,1.36,0,0,0,7.047,7.24,366,7.04718571573565
0.9383,38.37,0,-0.7119,-1.186,0.05179,-1.898,-0.4746,1.154,0.3011,0.2609,0.4396,0.2253,1.34,0,0,0,7.046,7.236,372,7.04781412525192
0.9383,38.37,0,-0.7225,-1.183,0.05578,-1.906,-0.4609,1.164,0.3018,0.2595,0.4426,0.2298,1.32,0,0,0,7.044,7.233,378,7.04846344153512
0.9383,38.37,0,-0.7331,-1.18,0.05977,-1.913,-0.4473,1.174,0.3026,0.258,0.4457,0.2343,1.3,0,0,0,7.043,7.23,384,7.04913209145667
0.9383,38.37,0,-0.7437,-1.177,0.06376,-1.921,-0.4336,1.184,0.3034,0.2565,0.4487,0.2387,1.28,0,0,0,7.042,7.227,390,7.04981829781261
0.9383,38.37,0,-0.7543,-1.174,0.06775,-1.929,-0.42,1.194,0.3041,0.255,0.4517,0.2432,1.26,0,0,0,7.041,7.223,396,7.05052006820397
0.9383,38.37,0,-0.7649,-1.171,0.07174,-1.936,-0.4063,1.204,0.3049,0.2536,0.4548,0.2476,1.24,0,0,0,7.04,7.22,402,7.05123518533802
0.9383,38.37,0,-0.7755,-1.168,0.07573,-1.944,-0.3926,1.214,0.3056,0.2521,0.4578,0.2521,1.22,0,0,0,7.039,7.217,408,7.05196119916951
0.9383,38.37,0,-0.7861,-1.165,0.07972,-1.951,-0.379,1.223,0.3064,0.2506,0.4608,0.2565,1.2,0,0,0,7.038,7.213,414,7.0526954212855
0.9383,38.37,0,-0.7967,-1.162,0.08371,-1.959,-0.3654,1.233,0.3072,0.2492,0.4639,0.261,1.18,0,0,0,7.037,7.21,420,7.05343492193739
0.9383,38.37,0,-0.8073,-1.159,0.0877,-1.966,-0.3517,1.243,0.3079,0.2477,0.4669,0.2654,1.16,0,0,0,7.036,7.207,426,7.054176530126
0.9383,38.37,0,-0.8483,-1.164,0.1054,-2.013,-0.316,1.233,0.3091,0.251,0.466,0.2617,1.184,0,0,0,7.038,7.211,432,7.05491683713629
0.9383,38.37,0,-0.8893,-1.17,0.123,-2.059,-0.2804,1.222,0.3103,0.2544,0.4651,0.2581,1.208,0,0,0,7.04,7.216,438,7.05565220385373
0.9383,38.37,0,-0.9304,-1.175,0.1407,-2.105,-0.2447,1.211,0.3115,0.2577,0.4643,0.2544,1.232,0,0,0,7.041,7.22,444,7.05637877203238
0.9383,38.37,0,-0.9714,-1.18,0.1583,-2.152,-0.209,1.201,0.3126,0.2611,0.4634,0.2507,1.256,0,0,0,7.043,7.225,450,7.05709247948251
0.9383,38.37,0,-1.012,-1.186,0.176,-2.198,-0.1734,1.19,0.3138,0.2645,0.4625,0.247,1.28,0,0,0,7.045,7.229,456,7.05778907901165
0.9383,38.37,0,-1.053,-1.191,0.1937,-2.245,-0.1377,1.179,0.315,0.2678,0.4616,0.2433,1.304,0,0,0,7.047,7.234,462,7.05846416090326
